seed,final_coverage,monte_carlo_coverage,num_viewpoints,computation_time,convergence_point,coverage_auc,efficiency,time_efficiency
187,0.9923,0.9725,12,0.5843555927276611,14,7.963949999999999,0.08269166666666666,1.6981098706835878
188,0.9913,0.9724,11,0.537750244140625,13,7.038649999999999,0.09011818181818182,1.8434208274218262
189,0.9907,0.9674,10,0.49188709259033203,13,6.10515,0.09907,2.01408009058108
19,0.996,0.9844,12,0.5777397155761719,14,8.0156,0.083,1.7239597229466956
190,0.9941,0.9694,10,0.4851968288421631,13,6.140949999999999,0.09941,2.0488592276504463
191,0.9943,0.9748,11,0.5281050205230713,14,7.06025,0.09039090909090909,1.8827694518320945
192,0.9912,0.9714,11,0.5507099628448486,13,7.117799999999999,0.0901090909090909,1.7998584860888933
193,0.9981,0.9906,12,0.5580980777740479,14,7.982150000000001,0.083175,1.788395337215427
194,0.9922,0.9684,10,0.49814701080322266,13,6.081499999999999,0.09922,1.9917814992007197
195,0.995,0.9805,12,0.6135952472686768,14,7.896,0.08291666666666667,1.6215901352383135
196,0.9945,0.9777,12,0.5740382671356201,14,8.03335,0.082875,1.7324628982705839
197,0.9905,0.9654,10,0.48118138313293457,13,6.13505,0.09905,2.0584753166278618
198,0.9966,0.9869,12,0.565692663192749,14,7.960000000000001,0.08305,1.7617340030100894
199,0.9946,0.9827,12,0.5672056674957275,14,8.035800000000002,0.08288333333333334,1.7535085719281742
2,0.9976,0.9821,11,0.5118234157562256,13,7.0416,0.0906909090909091,1.9491097306011946
20,0.9983,0.983,11,0.5298521518707275,14,7.02575,0.09075454545454545,1.8841104947396035
200,0.9915,0.9709,10,0.48976635932922363,13,6.08165,0.09915,2.024434674030987
201,0.9969,0.9894,13,0.6225142478942871,14,8.97415,0.07668461538461538,1.6014091297863589
202,0.9916,0.9751,12,0.5688745975494385,14,8.0166,0.08263333333333334,1.743090664043624
203,0.9955,0.978,12,0.5633022785186768,14,8.03035,0.08295833333333334,1.7672571867060065
204,0.9958,0.9878,13,0.5946004390716553,14,9.0033,0.0766,1.6747380838714723
205,0.9954,0.9795,11,0.5377459526062012,14,7.0267,0.09049090909090908,1.851059957170789
206,0.9904,0.9659,12,0.5863432884216309,14,8.070799999999998,0.08253333333333333,1.6891128790201446
207,0.9928,0.9768,11,0.508319616317749,14,7.0572,0.09025454545454546,1.9531018834012572
208,0.993,0.9688,10,0.4578421115875244,13,6.1073,0.0993,2.1688699550962363
209,0.9905,0.9662,11,0.5124101638793945,13,7.08985,0.09004545454545455,1.9330217661980902
21,0.9919,0.9773,11,0.5231425762176514,14,6.94665,0.09017272727272728,1.8960414332388882
210,0.9912,0.967,11,0.5143182277679443,13,7.1074,0.0901090909090909,1.9272114937509472
211,0.995,0.98,11,0.5175650119781494,13,7.1224,0.09045454545454545,1.9224638006287933
212,0.9954,0.9809,12,0.5565626621246338,14,7.9789,0.08295,1.7884778619538355
213,0.9937,0.9766,12,0.5511095523834229,13,7.99395,0.08280833333333333,1.8030897771640406
214,0.9984,0.9891,11,0.5404298305511475,14,6.9852,0.09076363636363637,1.8474183761873397
215,0.9926,0.9759,11,0.5329267978668213,13,7.0201,0.09023636363636364,1.862544732171737
216,0.9962,0.9747,12,0.5977084636688232,14,7.980100000000001,0.08301666666666667,1.666698834888796
217,0.9952,0.9805,11,0.5126819610595703,14,7.0424,0.09047272727272727,1.9411644559196108
218,1.0,0.9963,12,0.5555474758148193,14,7.925299999999999,0.08333333333333333,1.8000261787407168
219,0.9923,0.969,10,0.4754362106323242,13,6.065049999999999,0.09923,2.087135934976962
22,0.9949,0.978,11,0.5322854518890381,14,7.066350000000001,0.09044545454545455,1.869109885436809
220,0.9952,0.9763,10,0.4640216827392578,13,6.0395,0.09952,2.1447273630082084
221,0.9906,0.9703,10,0.47329115867614746,13,6.073300000000001,0.09906000000000001,2.093003390916551
222,0.9962,0.9788,10,0.46127820014953613,13,6.141700000000001,0.09962,2.1596511599226975
